,act_heat_index,act_heat_index_smart,animal_activity,heat_index,low_pass_over_activity,percentile60_of_5day_temp,stomach_temp,temp_dec_index,temp_height_index,temp_inc_index,temp_without_drink_cycles,time,CowID
0,,,0.0,,0.0,,,,,,,2018-11-28 16:28:00,11140
1,,,2.41,,1.471,,,,,,,2018-11-28 16:38:00,11140
2,,,9.24,,2.942,,,,,,,2018-11-28 16:48:00,11140
3,,,3.01,,4.044,,,,,,35.27,2018-11-28 16:58:00,11140
4,,,6.02,,6.175,,,,,,35.84,2018-11-28 17:08:00,11140
5,,,7.489,,7.596,,,,,,35.84,2018-11-28 17:18:00,11140
6,,,4.619,,10.046,,,,,,37.5,2018-11-28 17:28:00,11140
7,,,1.599,,11.436,,,,,,37.5,2018-11-28 17:38:00,11140
8,,,1.779,,11.179,,,,,,38.38,2018-11-28 17:48:00,11140
9,,,1.939,,10.678,,,,,,38.83,2018-11-28 17:58:00,11140
10,,,4.139,,9.017,,,,,,38.98,2018-11-28 18:08:00,11140
11,,,3.109,,7.832,,,,,,39.1,2018-11-28 18:18:00,11140
12,,,2.579,,6.647,,,,,,39.34,2018-11-28 18:28:00,11140
13,,,2.919,,5.956,,,,,,39.52,2018-11-28 18:38:00,11140
14,,,2.489,,6.281,,,,,,39.7,2018-11-28 18:48:00,11140
15,,,2.009,,6.57,,,,,,39.82,2018-11-28 18:58:00,11140
16,,,2.939,,6.794,,,,,,39.94,2018-11-28 19:08:00,11140
17,,,3.559,,6.725,,,,,,39.97,2018-11-28 19:18:00,11140
18,,,2.939,,6.656,,,,,,40.12,2018-11-28 19:28:00,11140
19,,,2.599,,6.664,,,,,,40.22,2018-11-28 19:38:00,11140
20,,,1.639,,6.672,,,,,,40.25,2018-11-28 19:48:00,11140
21,,,1.969,,6.46,,,,,,40.25,2018-11-28 19:58:00,11140
22,,,1.609,,6.114,,,,,,40.37,2018-11-28 20:08:00,11140
23,,,2.499,,5.719,,,,,,40.43,2018-11-28 20:18:00,11140
24,,,2.039,,5.353,,,,,,40.52,2018-11-28 20:28:00,11140
25,,,2.229,,5.064,,,,,,40.52,2018-11-28 20:38:00,11140
26,,,2.009,,4.836,,,,,,40.49,2018-11-28 20:48:00,11140
27,,,1.559,,4.853,,,,,,40.49,2018-11-28 20:58:00,11140
28,,,1.229,,4.82,,,,,,40.49,2018-11-28 21:08:00,11140
29,,,2.149,,4.653,,,,,,40.49,2018-11-28 21:18:00,11140
30,,,6.119,,4.698,,,,,,40.49,2018-11-28 21:28:00,11140
31,,,4.85,,5.765,,,,,,40.41,2018-11-28 21:38:00,11140
32,,,3.79,,6.909,,,,,,40.32,2018-11-28 21:48:00,11140
33,,,4.8,,8.045,,,,,,40.24,2018-11-28 21:58:00,11140
34,,,4.85,,9.364,,,,,,40.16,2018-11-28 22:08:00,11140
35,,,8.2,,10.703,,,,,,40.07,2018-11-28 22:18:00,11140
36,,,7.899,,13.043,,,,,,39.99,2018-11-28 22:28:00,11140
37,,,5.649,,14.284,,,,,,39.91,2018-11-28 22:38:00,11140
38,,,2.859,,14.61,,,,,,39.82,2018-11-28 22:48:00,11140
39,,,4.64,,14.544,,,,,,39.74,2018-11-28 22:58:00,11140
40,,,2.76,,13.754,,,,,,39.66,2018-11-28 23:08:00,11140
41,,,1.459,,12.904,,,,,,39.57,2018-11-28 23:18:00,11140
42,,,3.399,,10.812,,,,,,39.49,2018-11-28 23:28:00,11140
43,,,2.759,,8.72,,,,,,39.52,2018-11-28 23:38:00,11140
44,,,2.829,,7.573,,,,,,39.67,2018-11-28 23:48:00,11140
45,,,2.649,,6.807,,,,,,39.76,2018-11-28 23:58:00,11140
46,,,3.029,,6.795,,,,,,39.79,2018-11-29 00:08:00,11140
47,,,2.119,,6.75,,,,,,39.85,2018-11-29 00:18:00,11140
48,,,3.219,,6.859,,,,,,39.88,2018-11-29 00:28:00,11140
49,,,2.169,,6.619,,,,,,39.91,2018-11-29 00:38:00,11140
50,,,2.089,,6.35,,,,,,39.91,2018-11-29 00:48:00,11140
51,,,2.429,,6.11,,,,,,39.91,2018-11-29 00:58:00,11140
52,,,5.069,,5.947,,,,,,39.91,2018-11-29 01:08:00,11140
53,,,6.119,,6.932,,,,,,40.03,2018-11-29 01:18:00,11140
54,,,6.979,,8.189,,,,,,40.06,2018-11-29 01:28:00,11140
55,,,5.409,,9.798,,,,,,40.06,2018-11-29 01:38:00,11140
56,,,6.189,,11.434,,,,,,40.03,2018-11-29 01:48:00,11140
57,,,4.509,,12.752,,,,,,39.95,2018-11-29 01:58:00,11140
58,,,5.289,,13.916,,,,,,39.87,2018-11-29 02:08:00,11140
59,,,3.059,,13.689,,,,,,39.78,2018-11-29 02:18:00,11140
60,,,2.519,,12.443,,,,,,39.7,2018-11-29 02:28:00,11140
61,,,5.0,,11.198,,,,,,39.62,2018-11-29 02:38:00,11140
62,,,3.82,,10.234,,,,,,39.53,2018-11-29 02:48:00,11140
63,,,2.16,,9.587,,,,,,39.45,2018-11-29 02:58:00,11140
64,,,5.17,,8.989,,,,,,39.37,2018-11-29 03:08:00,11140
65,,,3.559,,8.602,,,,,,39.28,2018-11-29 03:18:00,11140
66,,,4.17,,9.054,,,,,,39.25,2018-11-29 03:28:00,11140
67,,,2.889,,9.258,,,,,,39.28,2018-11-29 03:38:00,11140
68,,,3.03,,8.936,,,,,,39.28,2018-11-29 03:48:00,11140
69,,,3.55,,8.615,,,,,,39.25,2018-11-29 03:58:00,11140
70,,,3.889,,8.505,,,,,,39.25,2018-11-29 04:08:00,11140
71,,,2.719,,8.501,,,,,,39.34,2018-11-29 04:18:00,11140
72,,,2.979,,8.016,,,,,,39.37,2018-11-29 04:28:00,11140
73,,,2.759,,7.691,,,,,,39.37,2018-11-29 04:38:00,11140
74,,,3.099,,7.67,,,,,,39.34,2018-11-29 04:48:00,11140
75,,,3.729,,7.698,,,,,,39.34,2018-11-29 04:58:00,11140
76,,,3.139,,7.531,,,,,,39.37,2018-11-29 05:08:00,11140
77,,,1.939,,7.364,,,,,,39.64,2018-11-29 05:18:00,11140
78,,,2.459,,7.152,,,,,,39.67,2018-11-29 05:28:00,11140
79,,,2.889,,7.03,,,,,,39.7,2018-11-29 05:38:00,11140
80,,,3.619,,6.993,,,,,,39.76,2018-11-29 05:48:00,11140
81,,,4.509,,7.205,,,,,,39.76,2018-11-29 05:58:00,11140
82,,,4.569,,7.763,,,,,,39.79,2018-11-29 06:08:00,11140
83,,,3.789,,8.32,,,,,,39.85,2018-11-29 06:18:00,11140
84,,,4.179,,9.02,,,,,,39.94,2018-11-29 06:28:00,11140
85,,,3.209,,9.562,,,,,,39.97,2018-11-29 06:38:00,11140
86,,,3.769,,9.92,,,,,,40.06,2018-11-29 06:48:00,11140
87,,,2.799,,9.753,,,,,,40.06,2018-11-29 06:58:00,11140
88,,,4.069,,9.452,,,,,,40.06,2018-11-29 07:08:00,11140
89,,,4.469,,9.273,,,,,,40.06,2018-11-29 07:18:00,11140
90,,,4.909,,9.391,,,,,,40.06,2018-11-29 07:28:00,11140
91,,,3.609,,9.667,,,,,,40.03,2018-11-29 07:38:00,11140
92,,,5.459,,10.131,,,,,,39.97,2018-11-29 07:48:00,11140
93,,,4.88,,10.811,,,,,,39.89,2018-11-29 07:58:00,11140
